# Step Strain Stress Density
260 3.569771e-04 6.185077e+07 9.976577e+10 
261 3.571231e-04 6.185050e+07 9.995034e+10 
262 3.572982e-04 6.185008e+07 1.001733e+11 
263 3.575084e-04 6.184941e+07 1.004476e+11 
264 3.577606e-04 6.184856e+07 1.007827e+11 
265 3.580633e-04 6.184734e+07 1.011803e+11 
266 3.584265e-04 6.184551e+07 1.016611e+11 
267 3.586445e-04 6.184433e+07 1.019614e+11 
268 3.588624e-04 6.184306e+07 1.022645e+11 
269 3.591239e-04 6.184130e+07 1.026290e+11 
270 3.594377e-04 6.183897e+07 1.030663e+11 
271 3.598143e-04 6.183564e+07 1.035847e+11 
272 3.602662e-04 6.183106e+07 1.042248e+11 
273 3.608085e-04 6.182476e+07 1.049416e+11 
274 3.611338e-04 6.182065e+07 1.053586e+11 
275 3.614592e-04 6.181625e+07 1.057863e+11 
276 3.618496e-04 6.181057e+07 1.063338e+11 
277 3.623182e-04 6.180323e+07 1.069620e+11 
278 3.625993e-04 6.179844e+07 1.072982e+11 
279 3.627398e-04 6.179604e+07 1.074786e+11 
280 3.628804e-04 6.179358e+07 1.076791e+11 
281 3.630490e-04 6.179057e+07 1.078935e+11 
282 3.632515e-04 6.178677e+07 1.081547e+11 
283 3.634943e-04 6.178211e+07 1.084931e+11 
284 3.637858e-04 6.177636e+07 1.088969e+11 
285 3.641355e-04 6.176928e+07 1.094049e+11 
286 3.645552e-04 6.176036e+07 1.099751e+11 
287 3.650589e-04 6.174903e+07 1.106532e+11 
288 3.656633e-04 6.173458e+07 1.115141e+11 
289 3.663885e-04 6.171578e+07 1.125628e+11 
290 3.672588e-04 6.169110e+07 1.137901e+11 
291 3.683031e-04 6.165848e+07 1.153081e+11 
292 3.686165e-04 6.164826e+07 1.157119e+11 
293 3.687731e-04 6.164304e+07 1.158760e+11 
294 3.689298e-04 6.163771e+07 1.160756e+11 
295 3.691177e-04 6.163120e+07 1.163273e+11 
296 3.693433e-04 6.162324e+07 1.166125e+11 
297 3.696140e-04 6.161344e+07 1.169912e+11 
298 3.699389e-04 6.160133e+07 1.174308e+11 
299 3.703287e-04 6.158634e+07 1.179450e+11 
300 3.707964e-04 6.156783e+07 1.185549e+11 
301 3.710771e-04 6.155652e+07 1.189074e+11 
302 3.712174e-04 6.155083e+07 1.190824e+11 
303 3.713577e-04 6.154507e+07 1.192701e+11 
304 3.715261e-04 6.153817e+07 1.194943e+11 
305 3.717282e-04 6.152976e+07 1.197855e+11 
306 3.719707e-04 6.151947e+07 1.201108e+11 
307 3.721162e-04 6.151323e+07 1.203162e+11 
308 3.722617e-04 6.150692e+07 1.205315e+11 
309 3.724363e-04 6.149926e+07 1.207911e+11 
310 3.726458e-04 6.148990e+07 1.211034e+11 
311 3.728972e-04 6.147847e+07 1.214822e+11 
312 3.731989e-04 6.146451e+07 1.219161e+11 
313 3.735609e-04 6.144732e+07 1.224539e+11 
314 3.737781e-04 6.143687e+07 1.227916e+11 
315 3.739954e-04 6.142627e+07 1.230694e+11 
316 3.742560e-04 6.141336e+07 1.234206e+11 
317 3.745688e-04 6.139755e+07 1.238729e+11 
318 3.749442e-04 6.137815e+07 1.244477e+11 
319 3.753946e-04 6.135421e+07 1.250632e+11 
320 3.759351e-04 6.132474e+07 1.258723e+11 
321 3.765837e-04 6.128830e+07 1.268554e+11 
322 3.769729e-04 6.126606e+07 1.274414e+11 
323 3.773621e-04 6.124351e+07 1.280144e+11 
324 3.775956e-04 6.122985e+07 1.283235e+11 
325 3.778291e-04 6.121609e+07 1.286855e+11 
326 3.781093e-04 6.119929e+07 1.290994e+11 
327 3.784455e-04 6.117883e+07 1.296321e+11 
328 3.788490e-04 6.115392e+07 1.302688e+11 
329 3.793332e-04 6.112355e+07 1.310095e+11 
330 3.796237e-04 6.110515e+07 1.314438e+11 
331 3.799142e-04 6.108649e+07 1.318628e+11 
332 3.800885e-04 6.107521e+07 1.321154e+11 
333 3.802628e-04 6.106377e+07 1.323869e+11 
334 3.804720e-04 6.105005e+07 1.326967e+11 
335 3.807230e-04 6.103331e+07 1.330765e+11 
336 3.810242e-04 6.101292e+07 1.335356e+11 
337 3.813856e-04 6.098822e+07 1.341237e+11 
338 3.818194e-04 6.095818e+07 1.347889e+11 
339 3.823399e-04 6.092109e+07 1.356107e+11 
340 3.826521e-04 6.089860e+07 1.360690e+11 
341 3.829644e-04 6.087577e+07 1.365344e+11 
342 3.833392e-04 6.084810e+07 1.371038e+11 
343 3.837889e-04 6.081460e+07 1.377638e+11 
344 3.840587e-04 6.079426e+07 1.381785e+11 
345 3.843285e-04 6.077381e+07 1.385934e+11 
346 3.846523e-04 6.074909e+07 1.391111e+11 
347 3.848466e-04 6.073424e+07 1.394334e+11 
348 3.850408e-04 6.071936e+07 1.397501e+11 
349 3.852739e-04 6.070143e+07 1.401765e+11 
350 3.855537e-04 6.067973e+07 1.406370e+11 
351 3.857215e-04 6.066672e+07 1.409296e+11 
352 3.858894e-04 6.065364e+07 1.411874e+11 
353 3.860908e-04 6.063780e+07 1.415129e+11 
354 3.863325e-04 6.061850e+07 1.418822e+11 
355 3.866226e-04 6.059512e+07 1.423730e+11 
356 3.869706e-04 6.056676e+07 1.429411e+11 
357 3.873883e-04 6.053231e+07 1.436174e+11 
358 3.878894e-04 6.049026e+07 1.444482e+11 
359 3.884909e-04 6.043876e+07 1.454355e+11 
360 3.886713e-04 6.042325e+07 1.457430e+11 
361 3.888517e-04 6.040768e+07 1.460652e+11 
362 3.890682e-04 6.038879e+07 1.464373e+11 
363 3.893281e-04 6.036591e+07 1.468994e+11 
364 3.896398e-04 6.033822e+07 1.474229e+11 
365 3.898269e-04 6.032148e+07 1.477697e+11 
366 3.900140e-04 6.030453e+07 1.480740e+11 
367 3.902385e-04 6.028427e+07 1.484791e+11 
368 3.905078e-04 6.025983e+07 1.489690e+11 
369 3.908311e-04 6.023009e+07 1.495170e+11 
370 3.912190e-04 6.019388e+07 1.501791e+11 
371 3.914517e-04 6.017214e+07 1.505426e+11 
372 3.916845e-04 6.015027e+07 1.509451e+11 
373 3.919638e-04 6.012385e+07 1.514555e+11 
374 3.922989e-04 6.009193e+07 1.520664e+11 
375 3.927011e-04 6.005333e+07 1.528282e+11 
376 3.931837e-04 6.000646e+07 1.537215e+11 
377 3.934733e-04 5.997813e+07 1.542116e+11 
378 3.937629e-04 5.994964e+07 1.547570e+11 
379 3.941103e-04 5.991513e+07 1.553776e+11 
380 3.945273e-04 5.987327e+07 1.561322e+11 
381 3.950277e-04 5.982232e+07 1.570172e+11 
382 3.953279e-04 5.979154e+07 1.574954e+11 
383 3.956282e-04 5.976044e+07 1.580311e+11 
384 3.959884e-04 5.972274e+07 1.586845e+11 
385 3.964208e-04 5.967721e+07 1.594896e+11 
386 3.969395e-04 5.962180e+07 1.604606e+11 
387 3.975621e-04 5.955434e+07 1.616330e+11 
388 3.979356e-04 5.951332e+07 1.623056e+11 
389 3.983091e-04 5.947186e+07 1.630341e+11 
390 3.987574e-04 5.942154e+07 1.638499e+11 
391 3.992953e-04 5.936041e+07 1.648929e+11 
392 3.996180e-04 5.932353e+07 1.655050e+11 
393 3.999407e-04 5.928652e+07 1.660943e+11 
394 4.003280e-04 5.924142e+07 1.667908e+11 
395 4.005604e-04 5.921443e+07 1.671632e+11 
396 4.007927e-04 5.918725e+07 1.675693e+11 
397 4.010716e-04 5.915449e+07 1.680619e+11 
398 4.014062e-04 5.911488e+07 1.686791e+11 
399 4.018077e-04 5.906706e+07 1.694947e+11 
400 4.022895e-04 5.900916e+07 1.704506e+11 
401 4.028677e-04 5.893879e+07 1.715698e+11 
402 4.032146e-04 5.889627e+07 1.722147e+11 
403 4.035616e-04 5.885334e+07 1.728885e+11 
404 4.039779e-04 5.880125e+07 1.737119e+11 
405 4.044774e-04 5.873802e+07 1.747313e+11 
406 4.047772e-04 5.869984e+07 1.752838e+11 
407 4.050769e-04 5.866151e+07 1.757888e+11 
408 4.052567e-04 5.863848e+07 1.760855e+11 
409 4.054366e-04 5.861540e+07 1.764149e+11 
410 4.056524e-04 5.858755e+07 1.768380e+11 
411 4.059114e-04 5.855404e+07 1.773375e+11 
412 4.062221e-04 5.851347e+07 1.779494e+11 
413 4.065951e-04 5.846465e+07 1.787346e+11 
414 4.070426e-04 5.840575e+07 1.796139e+11 
415 4.075796e-04 5.833473e+07 1.807472e+11 
416 4.079018e-04 5.829181e+07 1.813842e+11 
417 4.082240e-04 5.824848e+07 1.820291e+11 
418 4.086106e-04 5.819633e+07 1.828539e+11 
419 4.090746e-04 5.813327e+07 1.838565e+11 
420 4.096314e-04 5.805691e+07 1.850577e+11 
421 4.099654e-04 5.801067e+07 1.856401e+11 
422 4.101325e-04 5.798745e+07 1.859216e+11 
423 4.102995e-04 5.796414e+07 1.862460e+11 
424 4.104999e-04 5.793608e+07 1.866535e+11 
425 4.107405e-04 5.790219e+07 1.871808e+11 
426 4.110291e-04 5.786138e+07 1.877693e+11 
427 4.113754e-04 5.781207e+07 1.884725e+11 
428 4.117911e-04 5.775245e+07 1.893384e+11 
429 4.120404e-04 5.771649e+07 1.898762e+11 
430 4.121651e-04 5.769848e+07 1.901032e+11 
431 4.122898e-04 5.768040e+07 1.903223e+11 
432 4.124394e-04 5.765864e+07 1.906194e+11 
433 4.126190e-04 5.763243e+07 1.909831e+11 
434 4.128345e-04 5.760085e+07 1.914599e+11 
435 4.130930e-04 5.756283e+07 1.920452e+11 
436 4.134033e-04 5.751706e+07 1.927191e+11 
437 4.137756e-04 5.746189e+07 1.935156e+11 
438 4.142224e-04 5.739545e+07 1.944976e+11 
439 4.147585e-04 5.731522e+07 1.955787e+11 
440 4.150802e-04 5.726686e+07 1.962606e+11 
441 4.154019e-04 5.721842e+07 1.969372e+11 
442 4.155949e-04 5.718923e+07 1.973152e+11 
443 4.157879e-04 5.716012e+07 1.977291e+11 
444 4.160195e-04 5.712511e+07 1.982278e+11 
445 4.162974e-04 5.708299e+07 1.987662e+11 
446 4.166309e-04 5.703219e+07 1.995013e+11 
447 4.170312e-04 5.697087e+07 2.003880e+11 
448 4.175114e-04 5.689671e+07 2.014379e+11 
449 4.177996e-04 5.685183e+07 2.018791e+11 
450 4.179437e-04 5.682940e+07 2.021466e+11 
451 4.180878e-04 5.680685e+07 2.024460e+11 
452 4.182606e-04 5.677977e+07 2.028170e+11 
453 4.184681e-04 5.674726e+07 2.032927e+11 
454 4.187171e-04 5.670808e+07 2.038277e+11 
455 4.190159e-04 5.666097e+07 2.045088e+11 
456 4.193744e-04 5.660407e+07 2.053478e+11 
457 4.198046e-04 5.653521e+07 2.062998e+11 
458 4.200627e-04 5.649375e+07 2.068487e+11 
459 4.203209e-04 5.645213e+07 2.073692e+11 
460 4.206306e-04 5.640204e+07 2.080726e+11 
461 4.210023e-04 5.634163e+07 2.089488e+11 
462 4.214484e-04 5.626868e+07 2.099995e+11 
463 4.217160e-04 5.622462e+07 2.105125e+11 
464 4.217829e-04 5.621361e+07 2.106507e+11 
465 4.218498e-04 5.620255e+07 2.107816e+11 
466 4.219301e-04 5.618931e+07 2.109461e+11 
467 4.220265e-04 5.617329e+07 2.111535e+11 
