strain,screw_percent,mixed_percent,edge_percent
1.641295000000000080e-03,8.156312736569125832e+01,1.186192593494599024e+01,6.574946699362745228e+00
1.644295000000000045e-03,8.152553535358131853e+01,1.195109369744830197e+01,6.523370948970374172e+00
1.647295000000000009e-03,8.160165827212091472e+01,1.181217815190183629e+01,6.586163575977241891e+00
1.650294999999999974e-03,8.166866938674125720e+01,1.170145391697613313e+01,6.629876696282612336e+00
1.653294999999999938e-03,8.170975923301283217e+01,1.166882035366325709e+01,6.621420413323894749e+00
1.656294999999999903e-03,8.164019377843649750e+01,1.174014430413030396e+01,6.619661917433203868e+00
1.659295000000000084e-03,8.161654446872557855e+01,1.175481465304185136e+01,6.628640878232565647e+00
1.662295000000000049e-03,8.165619101118618062e+01,1.173715753102742276e+01,6.606651457786394843e+00
1.665295000000000013e-03,8.164252558000841020e+01,1.173092066485510188e+01,6.626553755136477264e+00
1.668294999999999978e-03,8.162029160189214849e+01,1.161706621728264466e+01,6.762642180825202409e+00
1.671294999999999942e-03,8.166290157069167321e+01,1.150249846683475496e+01,6.834599962473577150e+00
1.674294999999999907e-03,8.173729101953040299e+01,1.145024579249942676e+01,6.812463187970161371e+00
1.677295000000000088e-03,8.167906294911017540e+01,1.153531628536704012e+01,6.785620765522784481e+00
1.680295000000000052e-03,8.166894832353112577e+01,1.160126906091916155e+01,6.729782615549715352e+00
1.683295000000000017e-03,8.159618690062511348e+01,1.165818874895384027e+01,6.745624350421034698e+00
1.686294999999999981e-03,8.168548802397444319e+01,1.154143412391344015e+01,6.773077852112120212e+00
1.689294999999999946e-03,8.176127539769410646e+01,1.146919939164662594e+01,6.769525210659280035e+00
1.692294999999999910e-03,8.180855884933529865e+01,1.141747121825614109e+01,6.773969932408561156e+00
1.695295000000000092e-03,8.178574402546861677e+01,1.144954655341544481e+01,6.764709421115939314e+00
1.698295000000000056e-03,8.173052746164204052e+01,1.153687955404417842e+01,6.732592984313789053e+00
1.701295000000000021e-03,8.172632918431939686e+01,1.157377738790673938e+01,6.699893427773869981e+00
1.704294999999999985e-03,8.173865645931024915e+01,1.148530613960189584e+01,6.776037401087863010e+00
1.707294999999999950e-03,8.175616744608846886e+01,1.149340100987166302e+01,6.750431544039865450e+00
1.710294999999999914e-03,8.174289151376567020e+01,1.162787932095636911e+01,6.629229165277964242e+00
1.713295000000000096e-03,8.184038767294035210e+01,1.158939005861456728e+01,6.570222268445084168e+00
1.716295000000000060e-03,8.187623375369882694e+01,1.149710635494815492e+01,6.626659891353019027e+00
1.719295000000000025e-03,8.187196296053262756e+01,1.148481569345033471e+01,6.643221346017036844e+00
1.722294999999999989e-03,8.189018939148563447e+01,1.144454139432859030e+01,6.665269214185781443e+00
1.725294999999999954e-03,8.182154872139194879e+01,1.144711006537217379e+01,6.731341213235884524e+00
1.728294999999999918e-03,8.176247588001255906e+01,1.153667221612079530e+01,6.700851903866642978e+00
1.731295000000000099e-03,8.174625130375873994e+01,1.153380693866931672e+01,6.719941757571936236e+00
1.734295000000000064e-03,8.172264783038662017e+01,1.160324510049076530e+01,6.674107069122612756e+00
1.737295000000000028e-03,8.165716988597350223e+01,1.164757610460072890e+01,6.695254009425760877e+00
1.740294999999999993e-03,8.167119276695848384e+01,1.167812278049149732e+01,6.650684452550011727e+00
1.743294999999999957e-03,8.169843912879358072e+01,1.160671753278480622e+01,6.694843338421629042e+00
1.746294999999999922e-03,8.169352997170079789e+01,1.157537617414619646e+01,6.731093854152994993e+00
1.749295000000000103e-03,8.161525246558413471e+01,1.163473279023519957e+01,6.750014744180663051e+00
1.752295000000000068e-03,8.160279104974279107e+01,1.166952452890091330e+01,6.727684421356292965e+00
1.755295000000000032e-03,8.143179241551452208e+01,1.195710174514602997e+01,6.611105839339445289e+00
1.758294999999999997e-03,8.149885063269749708e+01,1.184556204074930186e+01,6.655587326553208172e+00
1.761294999999999961e-03,8.135421170517368239e+01,1.199776219847301917e+01,6.648026096353289560e+00
1.764294999999999926e-03,8.154308480305552109e+01,1.182742043794080722e+01,6.629494759003679683e+00
1.767295000000000107e-03,8.160324658255177610e+01,1.172715870325604648e+01,6.669594714192180973e+00
1.770295000000000072e-03,8.153720671285736898e+01,1.177512361153587861e+01,6.687669675606755959e+00
1.773295000000000036e-03,8.167975715450478447e+01,1.171944354130152632e+01,6.600799304193689210e+00
1.776295000000000001e-03,8.168681389572850549e+01,1.175379586026724255e+01,6.559390244004258186e+00
1.779294999999999965e-03,8.174172429760068326e+01,1.177428984767172082e+01,6.483985854727587927e+00
1.782294999999999930e-03,8.177569367627107511e+01,1.175872402651393500e+01,6.465582297214986340e+00
1.785294999999999894e-03,8.169619475834720390e+01,1.183923784652342803e+01,6.464567395129381389e+00
1.788295000000000076e-03,8.161723623125952543e+01,1.186870764189816008e+01,6.514056126842326044e+00
1.791295000000000040e-03,8.159954974565482644e+01,1.184720927707292581e+01,6.553240977272238865e+00
1.794295000000000005e-03,8.152074467994866325e+01,1.194096381996980405e+01,6.538291500081537144e+00
1.797294999999999969e-03,8.156546745983978042e+01,1.186277567851249160e+01,6.571756861647720882e+00
1.800294999999999934e-03,8.156709643713361402e+01,1.185701194163851646e+01,6.575891621227861528e+00
1.803294999999999898e-03,8.156251604114460463e+01,1.181445909546818918e+01,6.623024863387199090e+00
1.806295000000000079e-03,8.149405005873205710e+01,1.192266760209615128e+01,6.583282339171777409e+00
1.809295000000000044e-03,8.142858634046821464e+01,1.200888150800837195e+01,6.562532151523408075e+00
1.812295000000000008e-03,8.147571743625655927e+01,1.187543062714940412e+01,6.648851936594034839e+00
1.815294999999999973e-03,8.142068292926441586e+01,1.190104994562566176e+01,6.678267125109933033e+00
1.818294999999999937e-03,8.141541699585357605e+01,1.192600929592057923e+01,6.658573708225830501e+00
1.821294999999999902e-03,8.136112391630513230e+01,1.200651411160415094e+01,6.632361972090704327e+00
1.824295000000000083e-03,8.133530360375361568e+01,1.202583415503835340e+01,6.638862241208028259e+00
1.827295000000000048e-03,8.140633598671023208e+01,1.195698944303365963e+01,6.636674570256118066e+00
1.830295000000000012e-03,8.136050867301429435e+01,1.198068375817635456e+01,6.658807568809349320e+00
1.833294999999999977e-03,8.140126916225139553e+01,1.180295071773283944e+01,6.795780120015755266e+00
1.836294999999999941e-03,8.145609738240301567e+01,1.176146563515467847e+01,6.782436982442313855e+00
1.839294999999999906e-03,8.146544897451015288e+01,1.177870930864195920e+01,6.755841716847892364e+00
1.842295000000000087e-03,8.145280639677321233e+01,1.177667322762663638e+01,6.770520375600141527e+00
1.845295000000000052e-03,8.145994401592567158e+01,1.178087948017997100e+01,6.759176503894345878e+00
1.848295000000000016e-03,8.136218401950577572e+01,1.185126774832179208e+01,6.786548232172439299e+00
1.851294999999999981e-03,8.139104156821612435e+01,1.178258054714315151e+01,6.826377884640721483e+00
1.854294999999999945e-03,8.144106301094507216e+01,1.172468026641181993e+01,6.834256722643110571e+00
1.857294999999999910e-03,8.144908791225709876e+01,1.171391884048554743e+01,6.836993247257348472e+00
1.860295000000000091e-03,8.144376904266047745e+01,1.171273895627338035e+01,6.843492001066123542e+00
1.863295000000000055e-03,8.142343025599201667e+01,1.176612239633631418e+01,6.810447347671686913e+00
1.866295000000000020e-03,8.137307762412838485e+01,1.179792983498134440e+01,6.828992540890255647e+00
1.869294999999999984e-03,8.147354077252963123e+01,1.177528831218204175e+01,6.751170915288328800e+00
1.872294999999999949e-03,8.155433948083407358e+01,1.166669393697545409e+01,6.778966582190465218e+00
1.875294999999999913e-03,8.154394616604798784e+01,1.169177974927934471e+01,6.764274084672673659e+00
1.878295000000000095e-03,8.158542166097765858e+01,1.168339650546081998e+01,6.731181833561516115e+00
1.881295000000000059e-03,8.161549679052664885e+01,1.163923599343766568e+01,6.745267216035697011e+00
1.884295000000000024e-03,8.152092959614029155e+01,1.173532976289307506e+01,6.743740640966644939e+00
1.887294999999999988e-03,8.150553565015093227e+01,1.170306210658826451e+01,6.791402243260791671e+00
1.890294999999999953e-03,8.140934152483369246e+01,1.181008884296712047e+01,6.780569632199203944e+00
1.893294999999999917e-03,8.148294554969950809e+01,1.171338920122751759e+01,6.803665249072983201e+00
1.896295000000000099e-03,8.153129523259144662e+01,1.170831919675434563e+01,6.760385570654201537e+00
1.899295000000000063e-03,8.151383012335223555e+01,1.171883615103482867e+01,6.767333725612932227e+00
1.902295000000000028e-03,8.149288081312231213e+01,1.177671427508089685e+01,6.730404911796781242e+00
1.905294999999999992e-03,8.149005348371696300e+01,1.174169623708903210e+01,6.768250279194014674e+00
1.908294999999999957e-03,8.145404340959959200e+01,1.177344941080069241e+01,6.772507179599725369e+00
1.911294999999999921e-03,8.154443398833961965e+01,1.161232055521920969e+01,6.843245456441168884e+00
1.914295000000000102e-03,8.159980140508969271e+01,1.149615105748277699e+01,6.904047537427522307e+00
1.917295000000000067e-03,8.154337921021966906e+01,1.153681361018164964e+01,6.919807179598682190e+00
1.920295000000000031e-03,8.137262956859548524e+01,1.176619778521483006e+01,6.861172646189689139e+00
1.923294999999999996e-03,8.138483302445666823e+01,1.167546802865412658e+01,6.939698946889206077e+00
1.926294999999999960e-03,8.147689320868126117e+01,1.157662462668895742e+01,6.946482164629784961e+00
1.929294999999999925e-03,8.146280007098316389e+01,1.159490494340991162e+01,6.942294985606930702e+00
1.932295000000000106e-03,8.148538825092845173e+01,1.160510704384984138e+01,6.909504705221714893e+00
1.935295000000000071e-03,8.150942926421237189e+01,1.153774548002078326e+01,6.952825255766841295e+00
1.938295000000000035e-03,8.140199724415897720e+01,1.160409363989050036e+01,6.993909115950504685e+00
1.941295000000000000e-03,8.145915875634693748e+01,1.157105839479628884e+01,6.969782848856776347e+00
1.944294999999999964e-03,8.152793734525322122e+01,1.145688270725071867e+01,7.015179947496063662e+00
1.947294999999999929e-03,8.158436611913546699e+01,1.146395571983447681e+01,6.951678161030043768e+00
1.950294999999999893e-03,8.163373246609096157e+01,1.141782894643475998e+01,6.948438587474276673e+00
1.953294999999999858e-03,8.152056600473883918e+01,1.159578351195253809e+01,6.883650483308627166e+00
1.956294999999999822e-03,8.154259591375425487e+01,1.159073311216738844e+01,6.866670974078354917e+00
1.959294999999999787e-03,8.152590231154222522e+01,1.157774582859111945e+01,6.896351859866648226e+00
1.962295000000000185e-03,8.155386892751577932e+01,1.149973910531543275e+01,6.946391967168771053e+00
1.965295000000000149e-03,8.151635912039471066e+01,1.158559524802701546e+01,6.898045631578274772e+00
1.968295000000000114e-03,8.149582433333247877e+01,1.161741869811083028e+01,6.886756968556680292e+00
1.971295000000000078e-03,8.150801478039073800e+01,1.164320944563449700e+01,6.848775773974748127e+00
1.974295000000000043e-03,8.163065024759316657e+01,1.158964836729513870e+01,6.779701385111691181e+00
1.977295000000000007e-03,8.164948662470767715e+01,1.158717983689102304e+01,6.763333538401282929e+00
1.980294999999999972e-03,8.158956742750584112e+01,1.167151016325023427e+01,6.738922409243932599e+00
1.983294999999999936e-03,8.149662271196800134e+01,1.173788883943509553e+01,6.765488448596890692e+00
1.986294999999999901e-03,8.144172506796162736e+01,1.183572249316135405e+01,6.722552438877015035e+00
1.989294999999999865e-03,8.147884088410023651e+01,1.185038099235352327e+01,6.670778123546245553e+00
1.992294999999999830e-03,8.160519543611178506e+01,1.169763552766901427e+01,6.697169036219194460e+00
1.995294999999999794e-03,8.150500735656039808e+01,1.179575019951106007e+01,6.699242443928551616e+00
1.998295000000000193e-03,8.157608943265807966e+01,1.168824844704697519e+01,6.735662120294948707e+00
2.001295000000000157e-03,8.157967801141228392e+01,1.168462639469191622e+01,6.735695593895782984e+00
2.004295000000000122e-03,8.155060396120131827e+01,1.165530224145670068e+01,6.794093797341998808e+00
2.007295000000000086e-03,8.163727661449402717e+01,1.163493901464295455e+01,6.727784370863017394e+00
2.010295000000000051e-03,8.156834418259469999e+01,1.172452029097764736e+01,6.707135526427657979e+00
2.013295000000000015e-03,8.168136879661527416e+01,1.155342729182886430e+01,6.765203911555849103e+00
2.016294999999999980e-03,8.166299732429246205e+01,1.159438000718713901e+01,6.742622668520404261e+00
2.019294999999999944e-03,8.155690540423050550e+01,1.167754607852033644e+01,6.765548517249150073e+00
2.022294999999999909e-03,8.161815900579716754e+01,1.170183187019471305e+01,6.680009124008090993e+00
2.025294999999999873e-03,8.170998814712892511e+01,1.155225250021465655e+01,6.737759352656427225e+00
2.028294999999999838e-03,8.171422698804944673e+01,1.156066616949523684e+01,6.725106842455319978e+00
2.031294999999999802e-03,8.174773727259106693e+01,1.152951282047778037e+01,6.722749906931177577e+00
2.034295000000000200e-03,8.179870199286833099e+01,1.145169184103935933e+01,6.749606166092331883e+00
2.037295000000000165e-03,8.176985390308460921e+01,1.149289585220071785e+01,6.737250244714676484e+00
2.040295000000000129e-03,8.166567561161032529e+01,1.161137625046771937e+01,6.722948137921946454e+00
2.043295000000000094e-03,8.167157063026041897e+01,1.152551148305328610e+01,6.802917886686306481e+00
2.046295000000000058e-03,8.169253402675848008e+01,1.149544531771667266e+01,6.812020655524839263e+00
2.049295000000000023e-03,8.175147101252422033e+01,1.145748733911608319e+01,6.791041648359700922e+00
2.052294999999999987e-03,8.172698831833812960e+01,1.142607272643802929e+01,6.846938955223847323e+00
2.055294999999999952e-03,8.182887727923721854e+01,1.132549488433356899e+01,6.845627836429196478e+00
2.058294999999999916e-03,8.176535733184307730e+01,1.137929926781166756e+01,6.855343400345247140e+00
2.061294999999999881e-03,8.183315723189083712e+01,1.141244563274102397e+01,6.754397135368144234e+00
2.064294999999999845e-03,8.183653976920462014e+01,1.136000153677357183e+01,6.803458694021809805e+00
2.067294999999999810e-03,8.175801723236588714e+01,1.145186023445901213e+01,6.790122533175104280e+00
2.070295000000000208e-03,8.178043023443706261e+01,1.141758127659064748e+01,6.801988488972292579e+00
2.073295000000000173e-03,8.170699425104750446e+01,1.149453133815732642e+01,6.798474410795173561e+00
2.076295000000000137e-03,8.166806678854533175e+01,1.152124775277275681e+01,6.810685458681928317e+00
2.079295000000000102e-03,8.173555822105687696e+01,1.144382247376191586e+01,6.820619305181208958e+00
2.082295000000000066e-03,8.177038963696791996e+01,1.137857318130924078e+01,6.851037181722851699e+00
2.085295000000000031e-03,8.175143120685822851e+01,1.135633146647238156e+01,6.892237326669410358e+00
2.088294999999999995e-03,8.176093556874478452e+01,1.132842837418487747e+01,6.910636057070349558e+00
2.091294999999999960e-03,8.183879124400256444e+01,1.128731436287808165e+01,6.873894393119369006e+00
2.094294999999999924e-03,8.180984122152348448e+01,1.131262737289549314e+01,6.877531405581023272e+00
2.097294999999999889e-03,8.171841271126208994e+01,1.139050600439359506e+01,6.891081284344312330e+00
2.100294999999999853e-03,8.165139482441399821e+01,1.149028570003748584e+01,6.858319475548521282e+00
2.103294999999999818e-03,8.170685367750587602e+01,1.153771108010152346e+01,6.755435242392598738e+00
2.106295000000000216e-03,8.167281336173924444e+01,1.145558619517802335e+01,6.871600443082718890e+00
2.109295000000000180e-03,8.164902091000483608e+01,1.139626485370870945e+01,6.954714236286455353e+00
2.112295000000000145e-03,8.170216654233020392e+01,1.128923948559981838e+01,7.008593972069967926e+00
2.115295000000000109e-03,8.173179546062952738e+01,1.127291061883459200e+01,6.995293920535870846e+00
2.118295000000000074e-03,8.181198408828115021e+01,1.119023032616554758e+01,6.997785585553305765e+00
2.121295000000000038e-03,8.172097754146113857e+01,1.121787594133810728e+01,7.061146517200737271e+00
2.124295000000000003e-03,8.153894707811166143e+01,1.149270152607725670e+01,6.968351395811082760e+00
2.127294999999999967e-03,8.153687260390758240e+01,1.145399128214225115e+01,7.009136113950183322e+00
2.130294999999999932e-03,8.146842875333594236e+01,1.148376560603706764e+01,7.047805640626968682e+00
2.133294999999999896e-03,8.143468989402582281e+01,1.138323712729944681e+01,7.182072978674721497e+00
2.136294999999999861e-03,8.146418623472168008e+01,1.134725889813566724e+01,7.188554867142650018e+00
2.139294999999999825e-03,8.137370502284205998e+01,1.150213772952870528e+01,7.124157247629242740e+00
2.142294999999999790e-03,8.133740071849035758e+01,1.153286735837943766e+01,7.129731923130215421e+00
2.145295000000000188e-03,8.131808854599154301e+01,1.150373216682574729e+01,7.178179287182701707e+00
2.148295000000000152e-03,8.110233577731844434e+01,1.181599160469238363e+01,7.081672617989177354e+00
2.151295000000000117e-03,8.112400206986949058e+01,1.180035782067024108e+01,7.075640109460266558e+00
2.154295000000000081e-03,8.116934637791851515e+01,1.167594931831652616e+01,7.154704303764957807e+00
2.157295000000000046e-03,8.107993509426736978e+01,1.173086566199075165e+01,7.189199243741867917e+00
2.160295000000000010e-03,8.088105332026114525e+01,1.177632237947841887e+01,7.342624300260441217e+00
2.163294999999999975e-03,8.077054000349679086e+01,1.184837017252173830e+01,7.381089823981462850e+00
2.166294999999999939e-03,8.060956821890071922e+01,1.207389918557969111e+01,7.316532595519596782e+00
2.169294999999999904e-03,8.061085604368010138e+01,1.216824269645168499e+01,7.220901259868219846e+00
2.172294999999999868e-03,8.073114003681662609e+01,1.187393079403438811e+01,7.394929169148980463e+00
2.175294999999999833e-03,8.086813226324001391e+01,1.178560020595380387e+01,7.346267530806171564e+00
2.178294999999999797e-03,8.080480924392954023e+01,1.175944839738843228e+01,7.435742358682015940e+00
2.181295000000000196e-03,8.082698261498529746e+01,1.181183873003367601e+01,7.361178654981032743e+00
2.184295000000000160e-03,8.085759463612288300e+01,1.185492297111912841e+01,7.287482392757977046e+00
2.187295000000000125e-03,8.088326150061433850e+01,1.185418112052709638e+01,7.262557378858561563e+00
2.190295000000000089e-03,8.091482438970454893e+01,1.184503657924939013e+01,7.240139031046054718e+00
2.193295000000000054e-03,8.089943362988692854e+01,1.195022926645258110e+01,7.150337103660479698e+00
2.196295000000000018e-03,8.090146288209268732e+01,1.192499304103827917e+01,7.173544076869019293e+00
2.199294999999999983e-03,8.084320943449458241e+01,1.188639451079025910e+01,7.270396054715134504e+00
2.202294999999999947e-03,8.091320335113049111e+01,1.176176813616368122e+01,7.325028512705826778e+00
2.205294999999999912e-03,8.089160719729123628e+01,1.185689673515879505e+01,7.251496067549975777e+00
2.208294999999999876e-03,8.091367750275777837e+01,1.180754950880169574e+01,7.278772988440538327e+00
2.211294999999999841e-03,8.097302017664439688e+01,1.171846553685464798e+01,7.308514286500943591e+00
2.214294999999999805e-03,8.100808737088671307e+01,1.168833787645327682e+01,7.303574752660003000e+00
2.217295000000000203e-03,8.101219775838093540e+01,1.168387476842478456e+01,7.303927473194265829e+00
2.220295000000000168e-03,8.111705431207265349e+01,1.151800061472100722e+01,7.364945073206351722e+00
2.223295000000000132e-03,8.107227658360871203e+01,1.155707269993487074e+01,7.370650716456409235e+00
2.226295000000000097e-03,8.104587455052454459e+01,1.157036650687315316e+01,7.383758942602292485e+00
2.229295000000000061e-03,8.077992198901380050e+01,1.175517768273032537e+01,7.464900328255874129e+00
2.232295000000000026e-03,8.064395003072817758e+01,1.185862883675380175e+01,7.497421132518004683e+00
2.235294999999999990e-03,8.061335341624348416e+01,1.190626049330580294e+01,7.480386090450716452e+00
2.238294999999999955e-03,8.058692339324804266e+01,1.198323445787457864e+01,7.429842148877391139e+00
2.241294999999999919e-03,8.057802681437348724e+01,1.207824182366648635e+01,7.343731361960023740e+00
2.244294999999999884e-03,8.052549561931903099e+01,1.211320234383069305e+01,7.361302036850284836e+00
2.247294999999999848e-03,8.053865413289410924e+01,1.201097011555495619e+01,7.450375751550937231e+00
2.250294999999999813e-03,8.041426737396285773e+01,1.200260711895761290e+01,7.583125507079527594e+00
2.253295000000000211e-03,8.051950629165801843e+01,1.182469664842390777e+01,7.655797059918079128e+00
2.256295000000000175e-03,8.048083580518103020e+01,1.181952975148755058e+01,7.699634443331433431e+00
2.259295000000000140e-03,8.058109128734973581e+01,1.173107653151629393e+01,7.687832181133963161e+00
2.262295000000000104e-03,8.059665149536353113e+01,1.168875176743058830e+01,7.714596737205889454e+00
2.265295000000000069e-03,8.063049342159817456e+01,1.165690240823121115e+01,7.712604170170608064e+00
2.268295000000000033e-03,8.063743497911200109e+01,1.169989448092196405e+01,7.662670539966032202e+00
2.271294999999999998e-03,8.052841143524196355e+01,1.181226456735817543e+01,7.659323997399882344e+00
2.274294999999999962e-03,8.053755754079156759e+01,1.183544023794231492e+01,7.627002221266123705e+00
2.277294999999999927e-03,8.055174765555371152e+01,1.178490925974216452e+01,7.663343084704133723e+00
2.280294999999999891e-03,8.045001068718788417e+01,1.188970690026904364e+01,7.660282412543070407e+00
2.283294999999999856e-03,8.047625170767729230e+01,1.186174046718916664e+01,7.662007825133564154e+00
2.286294999999999820e-03,8.045674472530005517e+01,1.188628717540984958e+01,7.656968099290099694e+00
2.289294999999999785e-03,8.042901816498871881e+01,1.184165246949980244e+01,7.729329365511482308e+00
2.292295000000000183e-03,8.043366424894304600e+01,1.189673599739621501e+01,7.669599753660739871e+00
2.295295000000000148e-03,8.041904103450308128e+01,1.194889273332929314e+01,7.632066232167624698e+00
2.298295000000000112e-03,8.040184270594279781e+01,1.200695366327663116e+01,7.591203630780565703e+00
2.301295000000000077e-03,8.044412382904667425e+01,1.192006639081085595e+01,7.635809780142483127e+00
2.304295000000000041e-03,8.046705500199438177e+01,1.186904461392925114e+01,7.663900384076366201e+00
2.307295000000000006e-03,8.045078408678085680e+01,1.192597089976126767e+01,7.623245013457880859e+00
2.310294999999999970e-03,8.042502814466041627e+01,1.191239629834447555e+01,7.662575556995099291e+00
2.313294999999999935e-03,8.038926516817075196e+01,1.195204606523455659e+01,7.658688766594680786e+00
2.316294999999999899e-03,8.037827560426345030e+01,1.195699453912009957e+01,7.664729856616466108e+00
2.319294999999999864e-03,8.042740073500074516e+01,1.187493106783237096e+01,7.697668197166882109e+00
2.322294999999999828e-03,8.050796279495359897e+01,1.183039431062152680e+01,7.661642894424865347e+00
2.325294999999999793e-03,8.048590481357629756e+01,1.181786213881639469e+01,7.696233047607280220e+00
2.328295000000000191e-03,8.045885154861404942e+01,1.186184320439901008e+01,7.679305246986937838e+00
2.331295000000000155e-03,8.040035915607570871e+01,1.189099470562999805e+01,7.708646138294289685e+00
2.334295000000000120e-03,8.037503621135680021e+01,1.190876032702726839e+01,7.716203461615919856e+00
2.337295000000000084e-03,8.024885381767396098e+01,1.209620067776755903e+01,7.654945504558473779e+00
2.340295000000000049e-03,8.023088551492519116e+01,1.203900762546579628e+01,7.730106859609011671e+00
2.343295000000000013e-03,8.027545239273446498e+01,1.202046821497184403e+01,7.704079392293680328e+00
2.346294999999999978e-03,8.026372268884470884e+01,1.206007168872806190e+01,7.676205622427233699e+00
2.349294999999999942e-03,8.023358902910598545e+01,1.207269385633645697e+01,7.693717114557544257e+00
2.352294999999999907e-03,8.024253097591981998e+01,1.205234380155827090e+01,7.705125222521917117e+00
2.355294999999999871e-03,8.023727877951630205e+01,1.200413614297357690e+01,7.758585077510129935e+00
2.358294999999999836e-03,8.021954507240103283e+01,1.200111103647380872e+01,7.779343891125162003e+00
2.361294999999999800e-03,8.023659709551064623e+01,1.197159369095818349e+01,7.791809213531163181e+00
2.364295000000000199e-03,8.024709671889307572e+01,1.193583776282649644e+01,7.817065518280442049e+00
2.367295000000000163e-03,8.031611921699132495e+01,1.184794477478394548e+01,7.835936008224727800e+00
2.370295000000000128e-03,8.024661924989970885e+01,1.187698719859223928e+01,7.876393551508051871e+00
2.373295000000000092e-03,8.016207060607062829e+01,1.197971886012365417e+01,7.858210533805710440e+00
2.376295000000000057e-03,8.014908563990120172e+01,1.197126421126573881e+01,7.879650148833047929e+00
2.379295000000000021e-03,8.011819302501670848e+01,1.206952280957081491e+01,7.812284165412461512e+00
2.382294999999999986e-03,8.022536616590365099e+01,1.194475242653494718e+01,7.829881407561391171e+00
2.385294999999999950e-03,8.021674187917774645e+01,1.196354315093004672e+01,7.819714969892219258e+00
2.388294999999999915e-03,8.016337721005027106e+01,1.199293562170885075e+01,7.843687168240883523e+00
2.391294999999999879e-03,8.019080617446910253e+01,1.197930139984698172e+01,7.829892425683915747e+00
2.394294999999999844e-03,8.015671390176896693e+01,1.198301200985127579e+01,7.860274088379768820e+00
2.397294999999999808e-03,8.012823334005149434e+01,1.199709609082528949e+01,7.874670569123221497e+00
2.400295000000000206e-03,8.012140063213948338e+01,1.205545669308605916e+01,7.823142674774453020e+00
2.403295000000000171e-03,8.012914638333623429e+01,1.200988756106909605e+01,7.860966055594670543e+00
2.406295000000000135e-03,8.012463670106764368e+01,1.198920121215749823e+01,7.886162086774857194e+00
2.409295000000000100e-03,8.010922065612670906e+01,1.203377404221847868e+01,7.857005301654815810e+00
2.412295000000000064e-03,8.011782454896294325e+01,1.196580394751386045e+01,7.916371503523204289e+00
2.415295000000000029e-03,8.008377643199501961e+01,1.200425257590944739e+01,7.911970992095524124e+00
2.418294999999999993e-03,8.008908383626018690e+01,1.200717863070621050e+01,7.903737533033622142e+00
2.421294999999999958e-03,8.022203919279084516e+01,1.185884967978168270e+01,7.919111127427473029e+00
2.424294999999999922e-03,8.023195054491850442e+01,1.184373989471804300e+01,7.924309560363457017e+00
2.427294999999999887e-03,8.013758087467071789e+01,1.193690363268385823e+01,7.925515492645439863e+00
2.430294999999999851e-03,8.017425947588296253e+01,1.195369658124848655e+01,7.872043942868561572e+00
2.433294999999999816e-03,8.012227257394287960e+01,1.186911374928421914e+01,8.008613676772910139e+00
2.436295000000000214e-03,8.013081988087499496e+01,1.185378180513911062e+01,8.015398313985908629e+00
2.439295000000000178e-03,8.014698863453627098e+01,1.174906681280900145e+01,8.103944552654729350e+00
2.442295000000000143e-03,7.998466902241688103e+01,1.195260205800320819e+01,8.062728919579905451e+00
2.445295000000000107e-03,8.010670072764240501e+01,1.186673744712187428e+01,8.026561825235715375e+00
2.448295000000000072e-03,8.011018028357736398e+01,1.185194267031413062e+01,8.037877046108508949e+00
2.451295000000000036e-03,8.014055335385079104e+01,1.174721771506776413e+01,8.112228931081448380e+00
2.454295000000000001e-03,7.999650985814461990e+01,1.193560037703317533e+01,8.067889764822217202e+00
2.457294999999999965e-03,7.998731241593935692e+01,1.189467659231715757e+01,8.118010991743481952e+00
2.460294999999999930e-03,7.996551912473810830e+01,1.185178453029858936e+01,8.182696344963295232e+00
2.463294999999999894e-03,7.998172197305133579e+01,1.189325044346037252e+01,8.125027583488288130e+00
2.466294999999999859e-03,7.992242791119780065e+01,1.192339420560079333e+01,8.154177883201416677e+00
2.469294999999999823e-03,7.994306118757258162e+01,1.193043504935905297e+01,8.126503763068377850e+00
2.472294999999999788e-03,7.998950556063202555e+01,1.191527136106321905e+01,8.095223078304769615e+00
2.475295000000000186e-03,7.999029905111687810e+01,1.194299544720910866e+01,8.066705501673997247e+00
2.478295000000000151e-03,8.005325923584223347e+01,1.189631673049473015e+01,8.050424033663034606e+00
2.481295000000000115e-03,8.014221301704037614e+01,1.167095503248943622e+01,8.186831950470200070e+00
2.484295000000000080e-03,8.005087472753383793e+01,1.180009419758217959e+01,8.149031074883978931e+00
2.487295000000000044e-03,8.009652514188573491e+01,1.172005154921109948e+01,8.183423308903176263e+00
2.490295000000000009e-03,8.003520937738919372e+01,1.183092172903480410e+01,8.133868893576011061e+00
2.493294999999999973e-03,8.005396685369265697e+01,1.182526699688810723e+01,8.120766149419232249e+00
2.496294999999999938e-03,8.005177027357156305e+01,1.173153647558523538e+01,8.216693250843210450e+00
2.499294999999999902e-03,8.005637076188810397e+01,1.171037335813684699e+01,8.233255879975031277e+00
2.502294999999999867e-03,7.995031272996979510e+01,1.192333021993548670e+01,8.126357050094712875e+00
2.505294999999999831e-03,7.993230340026590852e+01,1.200033860627138793e+01,8.067357993462687560e+00
2.508294999999999796e-03,7.994050649062160119e+01,1.202106616192092936e+01,8.038427347457473005e+00
2.511295000000000194e-03,7.998036679263211113e+01,1.190694023929787804e+01,8.112692968070007282e+00
