# Step Strain Stress Density
382 1.047295e-03 7.051910e+07 8.761685e+12 
383 1.050295e-03 7.050994e+07 8.807958e+12 
384 1.053295e-03 7.049624e+07 8.854501e+12 
385 1.056295e-03 7.048131e+07 8.902210e+12 
386 1.059295e-03 7.047161e+07 8.952598e+12 
387 1.062295e-03 7.047153e+07 9.002075e+12 
388 1.065295e-03 7.047275e+07 9.043942e+12 
389 1.068295e-03 7.048929e+07 9.086535e+12 
390 1.071295e-03 7.049585e+07 9.126688e+12 
391 1.074295e-03 7.050291e+07 9.169883e+12 
392 1.077295e-03 7.052717e+07 9.212119e+12 
393 1.080295e-03 7.054567e+07 9.254698e+12 
394 1.083295e-03 7.056144e+07 9.297891e+12 
395 1.086295e-03 7.059215e+07 9.335216e+12 
396 1.089295e-03 7.062005e+07 9.374714e+12 
397 1.092295e-03 7.063623e+07 9.414576e+12 
398 1.095295e-03 7.065375e+07 9.450174e+12 
399 1.098295e-03 7.067042e+07 9.488358e+12 
400 1.101295e-03 7.070352e+07 9.528185e+12 
401 1.104295e-03 7.071942e+07 9.484610e+12 
402 1.107295e-03 7.071971e+07 9.511165e+12 
403 1.110295e-03 7.072491e+07 9.556171e+12 
404 1.113295e-03 7.071507e+07 9.581334e+12 
405 1.116295e-03 7.071950e+07 9.629091e+12 
406 1.119295e-03 7.070947e+07 9.670891e+12 
407 1.122295e-03 7.069442e+07 9.699828e+12 
408 1.125295e-03 7.068844e+07 9.744544e+12 
409 1.128295e-03 7.070639e+07 9.786685e+12 
410 1.131295e-03 7.072763e+07 9.829204e+12 
411 1.134295e-03 7.074056e+07 9.874484e+12 
412 1.137295e-03 7.075014e+07 9.919842e+12 
413 1.140295e-03 7.076231e+07 9.928934e+12 
414 1.143295e-03 7.077827e+07 9.966337e+12 
415 1.146295e-03 7.079362e+07 1.000770e+13 
416 1.149295e-03 7.081420e+07 1.004888e+13 
417 1.152295e-03 7.084704e+07 1.008753e+13 
418 1.155295e-03 7.088054e+07 1.012366e+13 
