# Step Strain Stress Density
2240 1.899790e-05 2.284094e+06 2.054090e+12 
2250 1.907975e-05 2.293713e+06 2.054223e+12 
2260 1.919194e-05 2.307284e+06 2.054631e+12 
2270 1.927199e-05 2.317138e+06 2.054733e+12 
2280 1.934773e-05 2.326196e+06 2.054911e+12 
2290 1.943975e-05 2.336765e+06 2.054812e+12 
2300 1.955654e-05 2.350824e+06 2.054791e+12 
2310 1.964528e-05 2.361553e+06 2.054664e+12 
2320 1.972288e-05 2.371034e+06 2.054550e+12 
2330 1.980908e-05 2.381602e+06 2.054466e+12 
2340 1.996501e-05 2.401189e+06 2.053894e+12 
2350 2.010852e-05 2.419279e+06 2.054174e+12 
2360 2.019128e-05 2.429471e+06 2.054149e+12 
2370 2.028025e-05 2.439902e+06 2.054225e+12 
2380 2.035009e-05 2.448674e+06 2.054184e+12 
2390 2.044381e-05 2.459872e+06 2.054078e+12 
2400 2.062324e-05 2.481586e+06 2.053953e+12 
2410 2.074777e-05 2.498025e+06 2.054330e+12 
2420 2.082893e-05 2.506783e+06 2.053462e+12 
2430 2.088724e-05 2.514824e+06 2.054377e+12 
2440 2.092323e-05 2.519214e+06 2.054478e+12 
2450 2.096907e-05 2.523775e+06 2.053759e+12 
2460 2.098242e-05 2.525266e+06 2.053775e+12 
2470 2.099293e-05 2.526456e+06 2.053761e+12 
2480 2.100402e-05 2.527882e+06 2.053889e+12 
2490 2.102437e-05 2.530332e+06 2.053851e+12 
2500 2.106410e-05 2.535256e+06 2.053650e+12 
2510 2.110553e-05 2.540075e+06 2.053485e+12 
2520 2.114293e-05 2.544376e+06 2.053417e+12 
2530 2.131741e-05 2.564871e+06 2.053049e+12 
2540 2.147234e-05 2.583768e+06 2.052895e+12 
2550 2.158381e-05 2.597700e+06 2.052789e+12 
2560 2.165931e-05 2.607133e+06 2.052703e+12 
2570 2.170614e-05 2.612563e+06 2.052715e+12 
2580 2.176721e-05 2.620147e+06 2.052742e+12 
2590 2.181215e-05 2.625612e+06 2.052854e+12 
2600 2.190974e-05 2.637019e+06 2.053158e+12 
2610 2.196082e-05 2.643523e+06 2.053306e+12 
2620 2.201503e-05 2.650210e+06 2.053497e+12 
2630 2.204868e-05 2.654530e+06 2.053512e+12 
2640 2.209120e-05 2.660219e+06 2.053760e+12 
2650 2.211480e-05 2.663169e+06 2.053777e+12 
2660 2.215277e-05 2.667964e+06 2.054113e+12 
2670 2.224988e-05 2.679670e+06 2.054275e+12 
2680 2.231685e-05 2.687913e+06 2.054138e+12 
2690 2.243050e-05 2.702313e+06 2.054028e+12 
2700 2.248331e-05 2.708648e+06 2.054285e+12 
2710 2.257216e-05 2.719514e+06 2.054345e+12 
2720 2.268359e-05 2.733011e+06 2.054290e+12 
2730 2.291126e-05 2.760776e+06 2.054474e+12 
2740 2.294549e-05 2.764785e+06 2.054648e+12 
2750 2.303769e-05 2.775963e+06 2.054617e+12 
2760 2.316451e-05 2.791397e+06 2.054584e+12 
2770 2.331013e-05 2.809644e+06 2.054979e+12 
2780 2.344175e-05 2.825764e+06 2.055387e+12 
2790 2.354899e-05 2.838307e+06 2.055600e+12 
2800 2.373450e-05 2.861031e+06 2.055590e+12 
2810 2.384748e-05 2.874820e+06 2.055453e+12 
2820 2.391815e-05 2.882944e+06 2.055630e+12 
2830 2.398749e-05 2.891022e+06 2.055579e+12 
2840 2.404479e-05 2.897969e+06 2.055639e+12 
2850 2.410529e-05 2.905316e+06 2.055776e+12 
2860 2.416674e-05 2.912695e+06 2.055746e+12 
2870 2.425215e-05 2.922642e+06 2.055765e+12 
2880 2.432010e-05 2.931071e+06 2.055821e+12 
2890 2.437608e-05 2.937747e+06 2.055852e+12 
2900 2.447128e-05 2.949214e+06 2.055633e+12 
2910 2.452385e-05 2.955761e+06 2.055609e+12 
2920 2.457549e-05 2.962088e+06 2.055663e+12 
2930 2.463625e-05 2.969030e+06 2.055791e+12 
2940 2.468922e-05 2.975208e+06 2.055818e+12 
2950 2.479861e-05 2.988386e+06 2.055784e+12 
2960 2.493159e-05 3.004277e+06 2.055758e+12 
2970 2.504644e-05 3.018562e+06 2.055754e+12 
2980 2.508967e-05 3.023785e+06 2.055668e+12 
2990 2.513854e-05 3.029413e+06 2.055615e+12 
3000 2.518923e-05 3.035540e+06 2.055702e+12 
3010 2.527419e-05 3.044990e+06 2.055860e+12 
3020 2.533425e-05 3.051816e+06 2.055966e+12 
3030 2.545153e-05 3.066494e+06 2.056073e+12 
3040 2.561945e-05 3.086810e+06 2.057100e+12 
